2_10,6478943
2_11,1632360
2_11,2954402
2_11,5023594
2_11,1632366
2_11,1632365
2_11,1009387
2_11,644162
2_11,1632361
2_11,2674106
2_11,3120227
7_1,5499773
7_1,6856646
7_1,4312887
7_1,8513582
7_1,4312884
7_1,7034191
7_1,6495925
7_1,6263552
7_1,8637813
7_1,6225887
7_2,6602649
7_2,4099051
7_2,1947579
7_2,6281175
7_2,4277658
7_2,7634735
7_2,3811303
7_2,7936929
7_2,974956
7_2,1873233
7_3,736335
7_3,6602649
7_3,731868
7_3,736218
7_3,264657
7_3,736338
7_3,2347825
7_3,771317
7_3,736336
7_3,736224
7_4,5971745
7_4,974956
7_4,6602649
7_4,5635115
7_4,1947579
7_4,1684142
7_4,5266034
7_4,7622747
7_4,3685463
7_4,5652496
7_5,8238272
7_5,5995306
7_5,3527409
7_5,7161669
7_5,7723371
7_5,5499778
7_5,4477951
7_5,5948621
7_5,2267212
7_5,3396374
7_6,671750
7_6,1310086
7_6,1482232
7_6,5361457
7_6,2141031
7_6,1746629
7_6,7241502
7_6,1482228
7_6,3738875
7_6,6845386
7_7,2259125
7_7,5126004
7_7,3046843
7_7,2422744
7_7,3834215
7_7,4182585
7_7,5820098
7_7,4882995
7_7,6623218
7_7,3704862
7_8,699443
7_8,2597370
7_8,4182588
7_8,1482229
7_8,6160935
7_8,1676355
7_8,7469077
7_8,8395516
7_8,7040386
7_8,8395515
7_9,1859067
7_9,2422740
7_9,2536433
7_9,699443
7_9,1273299
7_9,353956
7_9,6160935
7_9,2313286
7_9,188170
7_9,3230158
7_10,7067702
7_10,5856009
7_10,2422742
7_10,2518428
7_10,6280340
7_10,2267115
7_10,2518424
7_10,7067698
7_10,2856955
7_10,1578485
7_11,4494151
7_11,6105768
7_11,300547
7_11,2470396
7_11,3030091
7_11,4527375
7_11,4132640
7_11,8293974
7_11,6323447
7_11,6258966
15_1,8084015
15_1,402707
15_1,5726860
15_1,4637578
15_1,3660104
15_1,8046788
15_1,1094441
15_1,6046523
15_1,5717572
15_1,4831474
15_2,2534240
15_2,901228
15_2,5945377
15_2,4690350
15_2,2315765
15_2,5661980
15_2,2534244
15_2,7182144
15_2,5752190
15_2,1241831
15_3,8084015
15_3,7968465
15_3,5726860
15_3,2767510
15_3,402707
15_3,7712460
15_3,8195291
15_3,732990
15_3,5093558
15_3,3082148
15_4,5726860
15_4,8084015
15_4,7712460
15_4,901228
15_4,2868941
15_4,5093556
15_4,5093559
15_4,6275017
15_4,3988260
15_4,3082148
15_5,1914162
15_5,4284982
15_5,242376
15_5,1914163
15_5,5633466
15_5,2603312
15_5,5978056
15_5,7836145
15_5,7182145
15_5,2268297
15_6,2590338
15_6,2655647
15_6,2590339
15_6,5633466
15_6,416511
15_6,2739100
15_6,6086473
15_6,5945369
15_6,6086479
15_6,971790
