qid,docid
1_1,8431488
1_1,8269421
1_1,3022024
1_1,6715376
1_1,8649926
1_1,5891097
1_1,5767802
1_1,567610
1_1,2849832
1_1,3984228
1_1,578626
1_1,1095759
1_1,1788762
1_1,2904127
1_1,7589358
1_1,7067896
1_1,8528288
1_1,7044852
1_1,6286515
1_1,1815739
1_1,8649923
1_1,996087
1_1,2027776
1_1,228862
1_1,5417124
1_1,6503775
1_1,1017619
1_1,6373374
1_1,3929689
1_1,6466106
1_1,7447136
1_1,5916182
1_1,8649920
1_1,4999281
1_1,3188668
1_1,8281353
1_1,5024468
1_1,5417119
1_1,8020106
1_1,8431490
1_1,1521977
1_1,6249671
1_1,2866830
1_1,7447143
1_1,5417120
1_1,238224
1_1,1279315
1_1,8142210
1_1,7652567
1_1,4014357
1_1,8649929
1_1,5451317
1_1,6341203
1_1,6330178
1_1,5062860
1_1,8528286
1_1,228866
1_1,2994782
1_1,535619
1_1,8528285
1_1,5385642
1_1,1788764
1_1,5469333
1_1,5756914
1_1,238223
1_1,615449
1_1,247070
1_1,7410525
1_1,1463009
1_1,3036475
1_1,1676828
1_1,8431489
1_1,6313789
1_1,1579207
1_1,93580
1_1,795207
1_1,676003
1_1,1801652
1_1,3033430
1_1,8105953
1_1,228865
1_1,5093962
1_1,2298934
1_1,1865839
1_1,8188499
1_1,696208
1_1,285366
1_1,3000409
1_1,6503780
1_1,5500541
1_1,3032704
1_1,8748842
1_1,5227620
1_1,7875856
1_1,8105959
1_1,7589359
1_1,1269487
1_1,6503781
1_1,1676824
1_1,1815738
1_1,3955125
1_1,6783720
1_1,6249673
1_1,8255291
1_1,3033427
1_1,8504561
1_1,6857310
1_1,7090807
1_1,6985582
1_1,5024471
1_1,5687998
1_1,698487
1_1,1246587
1_1,8431491
1_1,5848352
1_1,3142454
1_1,6670324
1_1,6784158
1_1,6607051
1_1,2298927
1_1,3538992
1_1,8262772
1_1,1579204
1_1,8466893
1_1,3936023
1_1,6704130
1_1,7609624
1_1,2904128
1_1,2798414
1_1,8299305
1_1,849269
1_1,8431494
1_1,3538988
1_1,1676827
1_1,247067
1_1,6286519
1_1,8649927
1_1,5862314
1_1,2192375
1_1,3538989
1_1,1183716
1_1,5767800
1_1,7789517
1_1,1086086
1_1,6607056
1_1,5645431
1_1,7040320
1_1,3758707
1_1,4003504
1_1,2866835
1_1,8407883
1_1,6312732
1_1,1801651
1_1,7342285
1_1,3022017
1_1,5780725
1_1,2866832
1_1,7876907
1_1,8637355
1_1,6318385
1_1,5906738
1_1,2789950
1_1,7789520
1_1,285363
1_1,7495283
1_1,3883764
1_1,2589646
1_1,8269420
1_1,5024469
1_1,4121652
1_1,6795944
1_1,5877722
1_1,6715377
1_1,5916179
1_1,6857314
1_1,4143157
1_1,1344397
1_1,8649922
1_1,1639435
1_1,1579209
1_1,6704131
1_1,2904130
1_1,3757188
1_1,7195461
1_1,454547
1_1,1128370
1_1,3604920
1_1,2273047
1_1,1128365
1_1,7992622
1_1,676000
1_1,93582
1_1,7876904
1_1,4455128
1_1,2589643
1_1,6833080
1_1,8662721
1_1,3984229
1_1,5692406
1_1,5550894
1_1,4790896
1_1,285361
1_1,6745177
1_1,93586
1_1,1322781
1_1,1183719
1_1,6704126
1_1,3358991
1_1,4692558
1_1,1322779
1_1,4508599
1_1,6491180
1_1,2162682
1_1,6833078
1_1,3748993
1_1,1865841
1_1,3032700
1_1,1154641
1_1,6783718
1_1,3153204
1_1,4161655
1_1,3000408
1_1,7567703
1_1,7514658
1_1,4117644
1_1,7230539
1_1,1196809
1_1,7639117
1_1,5436148
1_1,2833157
1_1,4692560
1_1,5673156
1_1,2216518
1_1,93581
1_1,3000415
1_1,3270013
1_1,326682
1_1,6493259
1_1,6795945
1_1,2482190
1_1,5906735
1_1,4480138
1_1,4016757
1_1,3929688
1_1,7559381
1_1,4692563
1_1,7410691
1_1,6833077
1_1,7875857
1_1,7876908
1_1,5550890
1_1,2478190
1_1,1286311
1_1,3358989
1_1,2329376
1_1,1196802
1_1,2849838
1_1,996083
1_1,8318748
1_1,3270011
1_1,5412638
1_1,2866836
1_1,8528094
1_1,355204
1_1,7560825
1_1,8188492
1_1,2925276
1_1,5756910
1_1,6511135
1_1,849270
1_1,3538993
1_1,4692555
1_1,7514518
1_1,2331424
1_1,5568569
1_1,3600884
1_1,920443
1_1,1522849
1_1,1788769
1_1,3033433
1_1,1810480
1_1,1609495
1_1,3388962
1_1,1865840
1_1,3929687
1_1,5515687
1_1,1122344
1_1,3164562
1_1,4874178
1_1,8318749
1_1,4903535
1_1,3812186
1_1,5780723
1_1,6313786
1_1,6466108
1_1,1676831
1_1,3883769
1_1,1095758
1_1,7514514
1_1,1521976
1_1,8589197
1_1,3748991
1_1,1168048
1_1,2157329
1_1,2747328
1_1,4098196
1_1,8589195
1_1,5132679
1_1,3662212
1_1,7876906
1_1,4903534
1_1,1499067
1_1,7042888
1_1,560027
1_1,849271
1_1,4930081
1_1,1810488
1_1,3358988
1_1,2035043
1_1,7567702
1_1,807070
1_1,4003503
1_1,4692559
1_1,5767797
1_1,2082348
1_1,1168051
1_1,5219104
1_1,3358993
1_1,4229788
1_1,2932382
1_1,4161656
1_1,5475962
1_1,1521974
1_1,1322774
1_1,4692562
1_1,7567704
1_1,4267074
1_1,1393119
1_1,6511134
1_1,1827626
1_1,8374656
1_1,6466104
1_1,3748995
1_1,4803755
1_1,996086
1_1,6193185
1_1,4508598
1_1,7374170
1_1,2082352
1_1,4881318
1_1,2331429
1_1,6193188
1_1,3358987
1_1,5523601
1_1,7129274
1_1,807077
1_1,5780724
1_1,8589198
1_1,8269419
1_1,3356210
1_1,5602601
1_1,8451166
1_1,567613
1_1,4077804
1_1,8743043
1_1,3388968
1_1,6715374
1_1,2331423
1_1,4448472
1_1,5579928
1_1,2589637
1_1,2932374
1_1,5579923
1_1,614161
1_1,6249674
1_1,6313787
1_1,8285095
1_1,5767803
1_1,4903530
1_1,3884909
1_1,17343
1_1,7567706
1_1,8589196
1_1,5645427
1_1,5093967
1_1,17345
1_1,567612
1_1,2833158
1_1,6503776
1_1,8589199
1_1,2202967
1_1,1435379
1_1,7342286
1_1,4785408
1_1,5921694
1_1,3162129
1_1,3144800
1_1,3167376
1_1,3000410
1_1,3883761
1_1,5423038
1_1,1912326
1_1,4592394
1_1,1892343
1_1,1154648
1_1,5093963
1_1,807075
1_1,7876905
1_1,6193189
1_1,8188493
1_1,6286513
1_1,5503091
1_1,5756912
1_1,291620
1_1,5500533
1_1,8582790
1_1,6190922
1_1,1358285
1_1,7867817
1_1,4137676
1_1,8518421
1_1,7867816
1_1,2331422
1_1,4508595
1_1,2331426
1_1,5680040
1_1,8451981
1_1,5848344
1_1,5579927
1_1,5690791
1_1,3388960
1_1,7589354
1_1,5235522
1_1,5093964
1_1,1330636
1_1,3812646
1_1,1244403
1_1,4691212
1_1,7560830
1_1,1865837
1_1,807072
1_1,2273051
1_1,7567705
1_1,2331427
1_1,2202970
1_1,2833166
1_1,285360
1_1,507042
1_1,6007083
1_1,5767798
1_1,4881319
1_1,8528287
1_1,4881317
1_1,5579926
1_1,6607050
1_1,3480250
1_1,93583
1_1,5645426
1_1,1788117
1_1,2331428
1_1,4212433
1_1,7867812
1_1,2331430
1_1,2202965
1_1,5550893
1_1,6704129
1_1,6503778
1_1,1183715
1_1,8188498
1_1,5610437
1_1,2833161
1_1,1838310
1_1,3647783
1_1,1154640
1_1,7870111
1_1,7996296
1_1,8582792
1_1,1774318
1_1,6497263
1_1,655926
1_1,4903532
1_1,4448466
1_1,2935345
1_1,7118489
1_1,7342284
1_1,5734747
1_1,8503215
1_1,6745178
1_1,8431493
1_1,5206894
1_1,856199
1_1,5848346
1_1,929319
1_1,3758715
1_1,1322780
1_1,4003507
1_1,6642863
1_1,8285566
1_1,1827630
1_1,7495287
1_1,7317207
1_1,1279780
1_1,1361534
1_1,100004
1_1,2935344
1_1,1183712
1_1,1199514
1_1,8633677
1_1,1834594
1_1,1322778
1_1,1279788
1_1,2526931
1_1,6985578
1_1,5805398
1_1,3777998
1_1,6985580
1_1,1810483
1_1,7567707
1_1,2331425
1_1,7342281
1_1,1165291
1_1,5579925
1_1,6642866
1_1,7374167
1_1,5848347
1_1,7368023
1_1,5542790
1_1,4523299
1_1,1244404
1_1,2714158
1_1,1322772
1_1,326324
1_1,5503090
1_1,643922
1_1,7195465
1_1,7195462
1_1,7500372
1_1,8623301
1_1,725110
1_1,1244402
1_1,1200881
1_1,3270010
1_1,6381528
1_1,4639926
1_1,567614
1_1,6768581
1_1,410367
1_1,5310929
1_1,479502
1_1,1154645
1_1,5503094
1_1,6381530
1_1,9502
1_1,9483
1_1,8262770
1_1,8623305
1_1,7935911
1_1,6466107
1_1,6756296
1_1,9503
1_1,4003509
1_1,4314294
1_1,7644692
1_1,6375255
1_1,2121840
1_1,5526718
1_1,812181
1_1,1154639
1_1,4466796
1_1,2804718
1_1,5579924
1_1,972836
1_1,3872811
1_1,191319
1_1,2208659
1_1,1154646
1_1,7342283
1_1,8304329
1_1,2401595
1_1,6778042
1_1,3820950
1_1,7870494
1_1,4040758
1_1,4066655
1_1,142242
1_1,1154642
1_1,4241384
1_1,3872810
1_1,7863621
1_1,2359672
1_1,6312734
1_1,7205513
1_1,6778038
1_1,8150850
1_1,711507
1_1,4956033
1_1,6009930
1_1,1558538
1_1,4040759
1_1,3820944
1_1,4040754
1_1,6679408
1_1,6782659
1_1,7766385
1_1,6778043
1_1,7996303
1_1,7766386
1_1,4292550
1_1,1558540
1_1,6782663
1_1,3936068
1_1,6782661
1_1,6779836
1_1,6999835
1_1,3897414
1_1,6679412
1_1,6731825
1_1,7904228
1_1,5116021
1_1,6782662
1_1,5784548
1_1,6679413
1_1,4040757
1_1,3872817
1_1,1147662
1_1,8785262
1_1,3936066
1_1,4035067
1_1,3936063
1_1,4292552
1_1,3107015
1_1,3156041
1_1,1558545
1_1,3936070
1_1,4956027
1_1,1987421
1_1,6782656
1_1,6778041
1_1,909012
1_1,6679407
1_1,1519627
1_1,5251321
1_1,5784551
1_1,2922776
1_1,5116020
1_1,3440205
1_1,2415873
1_1,6778039
1_1,3936071
1_1,8308545
1_1,6778040
1_1,4400851
1_2,5589578
1_2,3782606
1_2,5421687
1_2,7477249
1_2,6981358
1_2,4473563
1_2,5376341
1_2,2629529
1_2,6806482
1_2,1656082
1_2,3821010
1_2,6305635
1_2,1212161
1_2,764548
1_2,3078719
1_2,4178262
1_2,7879411
1_2,2727533
1_2,8380063
1_2,7554083
1_2,4779110
1_2,2318719
1_2,5784057
1_2,2017446
1_2,7006552
1_2,5346863
1_2,2135425
1_2,5197760
1_2,6771585
1_2,8816707
1_2,3066924
1_2,5682359
1_2,4880898
1_2,7439017
1_2,8493364
1_2,1887586
1_2,671847
1_2,7879407
1_2,1957105
1_2,1779838
1_2,3983092
1_2,936664
1_2,1670708
1_2,6808345
1_2,5248169
1_2,3358417
1_2,5827411
1_2,2330746
1_2,3067124
1_2,8069863
1_2,6074126
1_2,4387417
1_2,253698
1_2,2983772
1_2,5800386
1_2,1681879
1_2,6204831
1_2,3490751
1_2,1159691
1_2,7525676
1_2,1854502
1_2,2698861
1_2,4643511
1_2,8570357
1_2,2045961
1_2,3904269
1_2,5775114
1_2,115906
1_2,851186
1_2,3998135
1_2,674963
1_2,2857774
1_2,3782612
1_2,7477243
1_2,1749187
1_2,4254235
1_2,5244354
1_2,2045044
1_2,8722439
1_2,8355491
1_2,3754556
1_2,7126841
1_2,5137026
1_2,6737071
1_2,8619044
1_2,663352
1_2,1858246
1_2,1360468
1_2,1119641
1_2,7088022
1_2,6830681
1_2,4559061
1_2,6209904
1_2,3771768
1_2,1749181
1_2,6780281
1_2,4635098
1_2,4356091
1_2,1855160
1_2,4654176
1_2,5700808
1_2,228401
1_2,279601
1_2,6069500
1_2,3678560
1_2,941593
1_2,2843068
1_2,1388716
1_2,1308609
1_2,841447
1_2,7231983
1_2,4161913
1_2,2144246
1_2,6971686
1_2,6444805
1_2,674960
1_2,8342334
1_2,3014980
1_2,7814427
1_2,2665272
1_2,1929518
1_2,696208
1_2,3070611
1_2,2116936
1_2,3056756
1_2,6728907
1_2,2473792
1_2,4966153
1_2,2550255
1_2,5888588
1_2,1056154
1_2,4226855
1_2,91896
1_2,5102349
1_2,1113990
1_2,8053759
1_2,8616764
1_2,667103
1_2,965422
1_2,7589735
1_2,8096157
1_2,5137025
1_2,637175
1_2,1715314
1_2,667111
1_2,280059
1_2,2482243
1_2,6648003
1_2,7900781
1_2,7109195
1_2,7224254
1_2,7477251
1_2,1647952
1_2,7633311
1_2,4227860
1_2,3310964
1_2,5775117
1_2,8355489
1_2,1447597
1_2,410880
1_2,1595090
1_2,2197060
1_2,6374697
1_2,5606022
1_2,5833139
1_2,6240834
1_2,5080976
1_2,8342333
1_2,6196758
1_2,3056755
1_2,6983374
1_2,2767978
1_2,8567953
1_2,2876795
1_2,2236609
1_2,6941741
1_2,5112277
1_2,649265
1_2,6148069
1_2,5806161
1_2,7784958
1_2,4616393
1_2,1269159
1_2,448086
1_2,6521678
1_2,4502992
1_2,1561032
1_2,7608220
1_2,7608215
1_2,5176976
1_2,1356626
1_2,6147012
1_2,926081
1_2,5112279
1_2,7720573
1_2,3891836
1_2,6209903
1_2,937036
1_2,5459300
1_2,4433830
1_2,864473
1_2,8567957
1_2,1589556
1_2,6830674
1_2,8389784
1_2,6652628
1_2,4860871
1_2,231539
1_2,388345
1_2,4433822
1_2,2003282
1_2,6184390
1_2,944434
1_2,6652627
1_2,6948600
1_2,2350236
1_2,770134
1_2,3778063
1_2,8304931
1_2,2544619
1_2,8007124
1_2,4950518
1_2,5918188
1_2,3896259
1_2,197874
1_2,291266
1_2,5801786
1_2,6954560
1_2,4106316
1_2,7568386
1_2,1681412
1_2,809649
1_2,7128427
1_2,1883226
1_2,1461397
1_2,8162179
1_2,4635094
1_2,2463064
1_2,7624872
1_2,5487153
1_2,6385631
1_2,1140950
1_2,5168501
1_2,7749247
1_2,7749244
1_2,7582755
1_2,8064296
1_2,3577233
1_2,8587301
1_2,2398282
1_2,6184392
1_2,752894
1_2,4188191
1_2,5918191
1_2,5112721
1_2,4747503
1_2,1795264
1_2,1795269
1_2,5919014
1_2,1868329
1_2,8113971
1_2,3311707
1_2,4303529
1_2,3355762
1_2,7789519
1_2,429319
1_2,7845751
1_2,7617847
1_2,8378567
1_2,7302311
1_2,3222736
1_2,937033
1_2,3213409
1_2,3947441
1_2,7776190
1_2,5805290
1_2,8513369
1_2,720572
1_2,7624868
1_2,4758274
1_2,5779999
1_2,6508918
1_2,6357758
1_2,6977214
1_2,2095748
1_2,4328405
1_2,5178160
1_2,2463059
1_2,4367962
1_2,1303925
1_2,6689266
1_2,5216111
1_2,8064204
1_2,8754700
1_2,5623149
1_2,6711035
1_2,2684704
1_2,8622958
1_2,5052766
1_2,3605467
1_2,6276857
1_2,338629
1_2,1483880
1_2,6575620
1_2,4114257
1_2,261104
1_2,245105
1_2,2898164
1_2,3490753
1_2,2556268
1_2,7912088
1_2,8045283
1_2,7940179
1_2,6982606
1_2,8584956
1_2,2504762
1_2,2321085
1_2,128233
1_2,8380066
1_2,7472374
1_2,197483
1_2,3326366
1_2,8256742
1_2,3568382
1_2,6001030
1_2,7472367
1_2,2567132
1_2,3177442
1_2,3638809
1_2,3456139
1_2,2161850
1_2,7929518
1_2,8450967
1_2,1281055
1_2,2114032
1_2,1739849
1_2,598729
1_2,6931286
1_2,6937827
1_2,6685684
1_2,7400924
1_2,1761707
1_2,5458912
1_2,4624551
1_2,1680939
1_2,6593445
1_2,2663403
1_2,7547360
1_2,3875882
1_2,5626538
1_2,7524866
1_2,4831737
1_2,3018093
1_2,8819499
1_2,5621866
1_2,6971999
1_2,4597964
1_2,6593448
1_2,2379100
1_2,3206605
1_2,4851488
1_2,7384735
1_2,7624873
1_2,5489444
1_2,5915811
1_2,4961236
1_2,3708920
1_2,8246585
1_2,338632
1_2,1264091
1_2,7624871
1_2,8367228
1_2,6178564
1_2,2637804
1_2,4769290
1_2,3647781
1_2,22367
1_2,6981356
1_2,6814556
1_2,6535358
1_2,125596
1_2,2939670
1_2,7337077
1_2,6897825
1_2,835695
1_2,3896254
1_2,100958
1_2,7352884
1_2,5243111
1_2,2179097
1_2,1483875
1_2,5908273
1_2,7396288
1_2,6648002
1_2,6876731
1_2,2204345
1_2,1230445
1_2,6808406
1_2,1658348
1_2,8270709
1_2,5326721
1_2,68933
1_2,7683177
1_2,5472727
1_2,8424965
1_2,3419667
1_2,1795271
1_2,5121672
1_2,4654173
1_2,3177437
1_2,1805746
1_2,3577000
1_2,901404
1_2,4910752
1_2,4160789
1_2,1488742
1_2,5335627
1_2,2427519
1_2,7715923
1_2,3610058
1_2,8450680
1_2,6571921
1_2,7514819
1_2,712753
1_2,2006407
1_2,2691967
1_2,4245872
1_2,1634203
1_2,6659049
1_2,6824252
1_2,2818898
1_2,8045861
1_2,32340
1_2,5757155
1_2,4565313
1_2,3704879
1_2,7966077
1_2,4559062
1_2,8416204
1_2,6913494
1_2,7396294
1_2,8355870
1_2,3981195
1_2,5621865
1_2,2967741
1_2,5112282
1_2,5132768
1_2,469750
1_2,7772402
1_2,1679032
1_2,5022557
1_2,2218431
1_2,6008342
1_2,8449579
1_2,835697
1_2,1606175
1_2,6704489
1_2,3587824
1_2,4304820
1_2,566123
1_2,1981142
1_2,1607269
1_2,6702083
1_2,3975398
1_2,5137150
1_2,4726127
1_2,6039307
1_2,4985224
1_2,731996
1_2,8064354
1_2,7003327
1_2,3238766
1_2,6758140
1_2,3553413
1_2,22371
1_2,1833069
1_2,571124
1_2,1140951
1_2,4464310
1_2,3029390
1_2,6954556
1_2,977016
1_2,7232020
1_2,1147916
1_2,4166513
1_2,3704884
1_2,1394844
1_2,8389786
1_2,4891001
1_2,5877780
1_2,7047468
1_2,1796088
1_2,1997131
1_2,4907771
1_2,4597968
1_2,5244357
1_2,8389788
1_2,8068988
1_2,8057164
1_2,5999917
1_2,2818897
1_2,8584574
1_2,6715683
1_2,5783159
1_2,8449583
1_2,5632684
1_2,8741345
1_2,6374694
1_2,1548168
1_2,1516298
1_2,2230923
1_2,261719
1_2,1647953
1_2,5993997
1_2,329608
1_2,3170103
1_2,348940
1_2,1586212
1_2,7462351
1_2,6576969
1_2,6008343
1_2,7930230
1_2,5416235
1_2,1191171
1_2,4138846
1_2,92369
1_2,3646583
1_2,8128731
1_2,3014975
1_2,1317068
1_2,3690572
1_2,7715921
1_2,4690346
1_2,4170420
1_2,6068387
1_2,197487
1_2,5604399
1_2,3752209
1_2,8312612
1_2,4804464
1_2,4164610
1_2,2027165
1_2,752996
1_2,1611013
1_2,4851489
1_2,3958113
1_2,5437335
1_2,7301114
1_2,6617869
1_2,7953049
1_2,2547203
1_2,6309559
1_2,1011575
1_2,153014
1_2,950113
1_2,2819520
1_2,7940039
1_2,5682078
1_2,6506267
1_2,3955281
1_2,8747986
1_2,567617
1_2,7749246
1_2,1107622
1_2,6347840
1_2,835694
1_2,4958953
1_2,4230794
1_2,4653465
1_2,2065046
1_2,3921799
1_2,5307559
1_2,617345
1_2,4243358
1_2,5417479
1_2,827192
1_2,347354
1_2,5961963
1_2,5217697
1_2,4331171
1_2,6808404
1_2,7900783
1_2,2136774
1_2,3431107
1_2,3205556
1_2,6213680
1_2,7427556
1_2,6545765
1_2,7180419
1_2,712754
1_2,5095708
1_2,8375170
1_2,8069988
1_2,91897
1_2,8118181
1_2,7863009
1_2,1884858
1_2,3281764
1_2,7106768
1_2,3782607
1_2,5877779
1_2,6704496
1_2,7443399
1_2,917799
1_2,5806160
1_2,3515617
1_2,3708942
1_2,1212493
1_2,7439021
1_2,6334466
1_2,7235567
1_2,7760342
1_2,2080857
1_2,6037599
1_2,6808403
1_2,3590280
1_2,1032515
1_2,1560899
1_2,6118489
1_2,1935134
1_2,5961966
1_2,3367414
1_2,7109191
1_2,615718
1_2,3577236
1_2,2800720
1_2,7324047
1_2,474562
1_2,1129201
1_2,4284744
1_2,7675450
1_2,5979614
1_2,910637
1_2,4947595
1_2,929422
1_2,2128458
1_2,6166806
1_2,1406255
1_2,7966076
1_2,2321087
1_2,6980032
1_2,3585519
1_2,2179100
1_2,5748488
1_2,1940166
1_2,3497638
1_2,5335625
1_2,4551977
1_2,6363074
1_2,5983481
1_2,1841585
1_2,7869269
1_2,3238767
1_2,4087373
1_2,7061621
1_2,6885025
1_2,5472555
1_2,2365377
1_2,8502365
1_2,7712851
1_2,3000282
1_2,2826959
1_2,1119860
1_2,1811647
1_2,6623295
1_2,8139984
1_2,6872449
1_2,7897706
1_2,6983890
1_2,7447193
1_2,1059858
1_2,2846407
1_2,8496391
1_2,22376
1_2,8626808
1_2,7421507
1_2,6489858
1_2,855761
1_2,7574253
1_2,7253394
1_2,4473561
1_2,680763
1_2,7901603
1_2,5454304
1_2,3816865
1_2,743337
1_2,91893
1_2,7754073
1_2,6080813
1_2,4401129
1_2,6704490
1_2,6239419
1_2,7636387
1_2,443816
1_2,2647008
1_2,1576137
1_2,6038747
1_2,7289176
1_2,2824179
1_2,5867163
1_2,7231239
1_2,941595
1_2,1486955
1_2,5129929
1_2,6985394
1_2,1256112
1_2,1448905
1_2,465313
1_2,5702303
1_2,8293179
1_2,4440213
1_2,6865715
1_2,6734870
1_2,4112108
1_2,3419670
1_2,3233791
1_2,2360412
1_2,2067600
1_2,6435721
1_2,4251460
1_2,856459
1_2,5412142
1_2,7020337
1_2,8718063
1_2,6856739
1_2,4356085
1_2,86502
1_2,2141593
1_2,7148556
1_2,7546977
1_2,8439352
1_2,5582124
1_2,5534803
1_2,477459
1_2,5232858
1_2,1685161
1_2,850819
1_2,4728774
1_2,3054488
1_2,1855158
1_2,943149
1_2,4083781
1_2,8695886
1_2,4769296
1_2,478984
1_2,1983731
1_2,8053762
1_2,3328753
1_2,2641239
1_2,6794806
1_2,3054486
1_2,1516302
1_2,939882
1_2,7610545
1_2,1713573
1_2,808324
1_2,4361022
1_2,8461847
1_2,8123791
1_2,4799180
1_2,6692970
1_2,7596173
1_2,2920717
1_2,7148555
1_2,5624791
1_2,2379104
1_2,2198073
1_2,6595680
1_2,706647
1_2,7708662
1_2,42906
1_2,465310
1_2,2450501
1_2,653242
1_2,7863011
